,id,age,gender,assigned,hhold,htype,wp,urban,long,lat,geometry
77,12071001923i245,64.0,m,1.0,12071001923h94,0.0,,True,-81.97354866690056,26.512296099404672,POINT (-81.97354866690056 26.512296099404672)
78,12071001923i533,2.0,m,1.0,12071001923h673,1.0,12071001917d0,True,-81.97402812648333,26.512349414462665,POINT (-81.97402812648333 26.512349414462665)
79,12071001923i743,8.0,m,1.0,12071001923h673,1.0,12071001917s0,True,-81.97402812648333,26.512349414462665,POINT (-81.97402812648333 26.512349414462665)
80,12071001923i784,56.0,f,1.0,12071001923h673,1.0,12071001917w217,True,-81.97402812648333,26.512349414462665,POINT (-81.97402812648333 26.512349414462665)
81,12071001923i855,30.0,f,1.0,12071001923h1145,9.0,12071001923w32,True,-81.97482501604915,26.51232956255014,POINT (-81.97482501604915 26.51232956255014)
82,12071001923i868,53.0,f,1.0,12071001923h1164,10.0,12021010508w50,True,-81.97487004499082,26.51211056379052,POINT (-81.97487004499082 26.51211056379052)
83,12071001923i879,78.0,f,1.0,12071001923h1071,8.0,,True,-81.97432199283925,26.5121984035755,POINT (-81.97432199283925 26.5121984035755)
84,12071001923i1090,53.0,m,1.0,12071001923h673,1.0,12071000800w671,True,-81.97402812648333,26.512349414462665,POINT (-81.97402812648333 26.512349414462665)
85,12071001923i1106,5.0,m,1.0,12071001923h1145,9.0,12071001917s0,True,-81.97482501604915,26.51232956255014,POINT (-81.97482501604915 26.51232956255014)
86,12071001923i1394,77.0,m,1.0,12071001923h523,0.0,,True,-81.97431923453826,26.512475523834883,POINT (-81.97431923453826 26.512475523834883)
87,12071001923i479,34.0,m,1.0,12071001923h266,0.0,,True,-81.97432729822872,26.51189317169783,POINT (-81.97432729822872 26.51189317169783)
88,12071001923i783,63.0,m,1.0,12071001923h55,0.0,,True,-81.97480187470047,26.511696928243133,POINT (-81.97480187470047 26.511696928243133)
89,12071001923i928,49.0,f,1.0,12071001923h266,0.0,,True,-81.97432729822872,26.51189317169783,POINT (-81.97432729822872 26.51189317169783)
90,12071001923i1159,79.0,m,1.0,12071001923h444,0.0,,True,-81.9739511388822,26.5118877862392,POINT (-81.9739511388822 26.5118877862392)
91,12071001923i1454,33.0,f,1.0,12071001923h980,7.0,,True,-81.97441419459395,26.5114272319006,POINT (-81.97441419459395 26.5114272319006)
92,12071001923i1533,7.0,m,1.0,12071001923h1145,9.0,12071001917s0,True,-81.97482501604915,26.51232956255014,POINT (-81.97482501604915 26.51232956255014)
93,12071001923i1674,17.0,f,1.0,12071001923h673,1.0,12071010702s0,True,-81.97402812648333,26.512349414462665,POINT (-81.97402812648333 26.512349414462665)
94,12071001923i1695,71.0,m,1.0,12071001923h643,1.0,12071080204w158,True,-81.97384959166386,26.51301623012868,POINT (-81.97384959166386 26.51301623012868)
95,12071001923i1699,58.0,f,1.0,12071001923h921,7.0,,True,-81.97385512421154,26.512292705605315,POINT (-81.97385512421154 26.512292705605315)
96,12071001923i1741,71.0,f,1.0,12071001923h643,1.0,12071080300w559,True,-81.97384959166386,26.51301623012868,POINT (-81.97384959166386 26.51301623012868)
97,12071001923i1970,52.0,m,1.0,12071001923h94,0.0,12057010816w163,True,-81.97354866690056,26.512296099404672,POINT (-81.97354866690056 26.512296099404672)
98,12071001923i1976,77.0,f,1.0,12071001923h199,0.0,,True,-81.9743246720792,26.51275062846223,POINT (-81.9743246720792 26.51275062846223)
99,12071001923i2037,65.0,m,1.0,12071001923h199,0.0,12071001918w70,True,-81.9743246720792,26.51275062846223,POINT (-81.9743246720792 26.51275062846223)
100,12071001923i2085,57.0,m,1.0,12071001923h523,0.0,,True,-81.97431923453826,26.512475523834883,POINT (-81.97431923453826 26.512475523834883)
101,12071001923i2103,73.0,f,1.0,12071001923h523,0.0,,True,-81.97431923453826,26.512475523834883,POINT (-81.97431923453826 26.512475523834883)
102,12071001923i2105,75.0,f,1.0,12071001923h55,0.0,,True,-81.97480187470047,26.511696928243133,POINT (-81.97480187470047 26.511696928243133)
103,12071001923i2158,9.0,f,1.0,12071001923h643,1.0,12071001917s0,True,-81.97384959166386,26.51301623012868,POINT (-81.97384959166386 26.51301623012868)
104,12071001923i2168,45.0,f,1.0,12071001923h320,0.0,12071001923w32,True,-81.97444766840525,26.51385238321013,POINT (-81.97444766840525 26.51385238321013)
105,12071001923i2182,89.0,m,1.0,12071001923h320,0.0,,True,-81.97444766840525,26.51385238321013,POINT (-81.97444766840525 26.51385238321013)
106,12071001923i2414,60.0,f,1.0,12071001923h1164,10.0,12071050317w358,True,-81.97487004499082,26.51211056379052,POINT (-81.97487004499082 26.51211056379052)
107,12071001923i2444,64.0,f,1.0,12071001923h94,0.0,12071040123w293,True,-81.97354866690056,26.512296099404672,POINT (-81.97354866690056 26.512296099404672)
108,12071001923i2455,54.0,f,1.0,12071001923h94,0.0,12071080202w71,True,-81.97354866690056,26.512296099404672,POINT (-81.97354866690056 26.512296099404672)
109,12071001923i110,45.0,f,1.0,12071001923h336,0.0,12071010416w97,True,-81.97535512953694,26.514370443003862,POINT (-81.97535512953694 26.514370443003862)
110,12071001923i367,62.0,f,1.0,12071001923h723,2.0,,True,-81.97508465202844,26.51494057826046,POINT (-81.97508465202844 26.51494057826046)
111,12071001923i1075,62.0,m,1.0,12071001923h819,4.0,,True,-81.9746016691529,26.514882272346146,POINT (-81.9746016691529 26.514882272346146)
112,12071001923i1168,89.0,m,1.0,12071001923h723,2.0,12071001912w27,True,-81.97508465202844,26.51494057826046,POINT (-81.97508465202844 26.51494057826046)
113,12071001923i897,35.0,m,1.0,12071001923h48,0.0,12071001917w230,True,-81.97459503011538,26.514384458760187,POINT (-81.97459503011538 26.514384458760187)
114,12071001923i1138,49.0,f,1.0,12071001923h48,0.0,12071001923w15,True,-81.97459503011538,26.514384458760187,POINT (-81.97459503011538 26.514384458760187)
115,12071001923i85,51.0,m,1.0,12071001923h783,4.0,,True,-81.97316625425962,26.51428951564549,POINT (-81.97316625425962 26.51428951564549)
116,12071001923i439,36.0,m,1.0,12071001923h515,0.0,,True,-81.97313737916775,26.51443994284526,POINT (-81.97313737916775 26.51443994284526)
117,12071001923i672,42.0,f,1.0,12071001923h515,0.0,12115002013w140,True,-81.97313737916775,26.51443994284526,POINT (-81.97313737916775 26.51443994284526)
118,12071001923i1043,56.0,m,1.0,12071001923h409,0.0,12051000403w7,True,-81.97300027790678,26.5146153121473,POINT (-81.97300027790678 26.5146153121473)
119,12071001923i1448,62.0,f,1.0,12071001923h409,0.0,,True,-81.97300027790678,26.5146153121473,POINT (-81.97300027790678 26.5146153121473)
120,12071001923i2041,55.0,f,1.0,12071001923h959,7.0,,True,-81.9731289721776,26.51415489472369,POINT (-81.9731289721776 26.51415489472369)
121,12071001923i708,68.0,f,1.0,12071001923h136,0.0,12115001801w453,True,-81.97298441305261,26.515386220575728,POINT (-81.97298441305261 26.515386220575728)
122,12071001923i846,66.0,f,1.0,12071001923h1092,8.0,,True,-81.97249218654139,26.51463545018244,POINT (-81.97249218654139 26.51463545018244)
123,12071001923i1225,64.0,m,1.0,12071001923h411,0.0,,True,-81.97303617816888,26.5140098241144,POINT (-81.97303617816888 26.5140098241144)
124,12071001923i1370,41.0,f,1.0,12071001923h919,7.0,,True,-81.9730326027183,26.51386932921196,POINT (-81.9730326027183 26.51386932921196)
125,12071001923i1991,67.0,m,1.0,12071001923h136,0.0,12099007812w877,True,-81.97298441305261,26.515386220575728,POINT (-81.97298441305261 26.515386220575728)
126,12071001923i2236,78.0,f,1.0,12071001923h411,0.0,,True,-81.97303617816888,26.5140098241144,POINT (-81.97303617816888 26.5140098241144)
127,12071001923i2453,46.0,m,1.0,12071001923h336,0.0,12071001701w417,True,-81.97535512953694,26.514370443003862,POINT (-81.97535512953694 26.514370443003862)
128,12071001923i65,54.0,f,1.0,12071001923h498,0.0,,True,-81.97514322298179,26.51594255981318,POINT (-81.97514322298179 26.51594255981318)
129,12071001923i238,32.0,f,1.0,12071001923h1169,10.0,,True,-81.97488229289485,26.515287586066425,POINT (-81.97488229289485 26.515287586066425)
130,12071001923i854,77.0,f,1.0,12071001923h382,0.0,12071080203w13,True,-81.97509606428456,26.51543842670175,POINT (-81.97509606428456 26.51543842670175)
131,12071001923i968,40.0,m,1.0,12071001923h1169,10.0,,True,-81.97488229289485,26.515287586066425,POINT (-81.97488229289485 26.515287586066425)
132,12071001923i1325,82.0,m,1.0,12071001923h382,0.0,12071001401w670,True,-81.97509606428456,26.51543842670175,POINT (-81.97509606428456 26.51543842670175)
133,12071001923i1689,72.0,f,1.0,12071001923h453,0.0,,True,-81.97460861662525,26.515376249717733,POINT (-81.97460861662525 26.515376249717733)
134,12071001923i1835,76.0,m,1.0,12071001923h453,0.0,,True,-81.97460861662525,26.515376249717733,POINT (-81.97460861662525 26.515376249717733)
135,12071001923i359,74.0,f,1.0,12071001923h72,0.0,,True,-81.9735906482088,26.51559874292609,POINT (-81.9735906482088 26.51559874292609)
136,12071001923i1036,84.0,f,1.0,12071001923h1134,8.0,,True,-81.97398374212656,26.515576287720183,POINT (-81.97398374212656 26.515576287720183)
137,12071001923i1063,70.0,m,1.0,12071001923h72,0.0,,True,-81.9735906482088,26.51559874292609,POINT (-81.9735906482088 26.51559874292609)
138,12071001923i2244,49.0,m,1.0,12071001923h498,0.0,12071001205w96,True,-81.97514322298179,26.51594255981318,POINT (-81.97514322298179 26.51594255981318)
139,12071001923i872,56.0,f,1.0,12071001923h106,0.0,12071001701w529,True,-81.97576581206184,26.512890403519137,POINT (-81.97576581206184 26.512890403519137)
140,12071001923i1569,45.0,m,1.0,12071001923h106,0.0,,True,-81.97576581206184,26.512890403519137,POINT (-81.97576581206184 26.512890403519137)
141,12071001923i496,68.0,f,1.0,12071001923h1130,8.0,,True,-81.97576706102939,26.51316039813551,POINT (-81.97576706102939 26.51316039813551)
142,12071001923i815,65.0,m,1.0,12071001923h1227,10.0,,True,-81.975782669931,26.51341553100844,POINT (-81.975782669931 26.51341553100844)
143,12071001923i1616,61.0,f,1.0,12071001923h1227,10.0,12071001923w26,True,-81.975782669931,26.51341553100844,POINT (-81.975782669931 26.51341553100844)
144,12071001923i1650,53.0,m,1.0,12071001923h1227,10.0,,True,-81.975782669931,26.51341553100844,POINT (-81.975782669931 26.51341553100844)
145,12071001923i1978,69.0,m,1.0,12071001923h836,5.0,,True,-81.97579539726597,26.51372454044547,POINT (-81.97579539726597 26.51372454044547)
146,12071001923i80,10.0,m,1.0,12071001923h642,1.0,12071001917s0,True,-81.97531794633635,26.51403487662107,POINT (-81.97531794633635 26.51403487662107)
147,12071001923i98,78.0,m,1.0,12071001923h642,1.0,,True,-81.97531794633635,26.51403487662107,POINT (-81.97531794633635 26.51403487662107)
148,12071001923i1657,83.0,f,1.0,12071001923h642,1.0,,True,-81.97531794633635,26.51403487662107,POINT (-81.97531794633635 26.51403487662107)
149,12071001923i2210,9.0,m,1.0,12071001923h734,3.0,12071001917s0,True,-81.9757956841169,26.505221613977625,POINT (-81.9757956841169 26.505221613977625)
150,12071001923i2198,10.0,m,1.0,12071001923h565,1.0,12071001917s0,True,-81.9757956841169,26.505221613977625,POINT (-81.9757956841169 26.505221613977625)
151,12071001923i2176,14.0,f,1.0,12071001923h565,1.0,12071001921s0,True,-81.9757956841169,26.505221613977625,POINT (-81.9757956841169 26.505221613977625)
152,12071001923i1813,12.0,m,1.0,12071001923h734,3.0,12071001921s0,True,-81.9757956841169,26.505221613977625,POINT (-81.9757956841169 26.505221613977625)
153,12071001923i1709,43.0,f,1.0,12071001923h734,3.0,12071080204w211,True,-81.9757956841169,26.505221613977625,POINT (-81.9757956841169 26.505221613977625)
154,12071001923i1563,14.0,m,1.0,12071001923h565,1.0,12071001921s0,True,-81.9757956841169,26.505221613977625,POINT (-81.9757956841169 26.505221613977625)
155,12071001923i469,50.0,f,1.0,12071001923h565,1.0,,True,-81.9757956841169,26.505221613977625,POINT (-81.9757956841169 26.505221613977625)
156,12071001923i395,4.0,m,1.0,12071001923h734,3.0,12071001917d0,True,-81.9757956841169,26.505221613977625,POINT (-81.9757956841169 26.505221613977625)
157,12071001923i196,76.0,m,1.0,12071001923h670,1.0,,True,-81.9757956841169,26.505221613977625,POINT (-81.9757956841169 26.505221613977625)
158,12071001923i602,43.0,m,1.0,12071001923h734,3.0,12071080300w685,True,-81.9757956841169,26.505221613977625,POINT (-81.9757956841169 26.505221613977625)
159,12071001923i969,71.0,f,1.0,12071001923h670,1.0,12071040121w335,True,-81.9757956841169,26.505221613977625,POINT (-81.9757956841169 26.505221613977625)
160,12071001923i1379,2.0,f,1.0,12071001923h670,1.0,12071001917d0,True,-81.9757956841169,26.505221613977625,POINT (-81.9757956841169 26.505221613977625)
161,12071001923i1455,7.0,m,1.0,12071001923h734,3.0,12071001917s0,True,-81.9757956841169,26.505221613977625,POINT (-81.9757956841169 26.505221613977625)
162,12071001923i2393,36.0,m,1.0,12071001923h565,1.0,12071001912w42,True,-81.9757956841169,26.505221613977625,POINT (-81.9757956841169 26.505221613977625)
163,12071001923i2433,14.0,f,1.0,12071001923h670,1.0,12071001921s0,True,-81.9757956841169,26.505221613977625,POINT (-81.9757956841169 26.505221613977625)
164,12071001923i308,76.0,f,1.0,12071001923h324,0.0,,True,-81.97575705055999,26.50756894606004,POINT (-81.97575705055999 26.507568946060037)
165,12071001923i219,77.0,m,1.0,12071001923h324,0.0,12021000302w67,True,-81.97575705055999,26.50756894606004,POINT (-81.97575705055999 26.507568946060037)
166,12071001923i1350,48.0,m,1.0,12071001923h187,0.0,,True,-81.97575705055999,26.50756894606004,POINT (-81.97575705055999 26.507568946060037)
167,12071001923i360,67.0,m,1.0,12071001923h277,0.0,,True,-81.97501272443843,26.51630777983516,POINT (-81.97501272443843 26.51630777983516)
168,12071001923i24,74.0,f,1.0,12071001923h534,0.0,,True,-81.97561858717036,26.508039799209293,POINT (-81.97561858717036 26.508039799209293)
169,12071001923i485,89.0,f,1.0,12071001923h197,0.0,12071080202w228,True,-81.97525241793541,26.516278701293555,POINT (-81.97525241793541 26.516278701293555)
170,12071001923i973,71.0,m,1.0,12071001923h534,0.0,,True,-81.97561858717036,26.508039799209293,POINT (-81.97561858717036 26.508039799209293)
171,12071001923i1218,50.0,f,1.0,12071001923h970,7.0,,True,-81.97561858717036,26.508039799209293,POINT (-81.97561858717036 26.508039799209293)
172,12071001923i1252,64.0,f,1.0,12071001923h277,0.0,,True,-81.97501272443843,26.51630777983516,POINT (-81.97501272443843 26.51630777983516)
173,12071001923i1282,78.0,m,1.0,12071001923h197,0.0,,True,-81.97525241793541,26.516278701293555,POINT (-81.97525241793541 26.516278701293555)
174,12071001923i141,73.0,m,1.0,12071001923h634,1.0,,True,-81.9756941767739,26.50942107385759,POINT (-81.9756941767739 26.50942107385759)
175,12071001923i71,72.0,f,1.0,12071001923h634,1.0,,True,-81.9756941767739,26.50942107385759,POINT (-81.9756941767739 26.50942107385759)
176,12071001923i83,61.0,f,1.0,12071001923h293,0.0,,True,-81.97522764536572,26.509564220218248,POINT (-81.97522764536572 26.509564220218248)
177,12071001923i933,50.0,m,1.0,12071001923h293,0.0,,True,-81.97522764536572,26.509564220218248,POINT (-81.97522764536572 26.509564220218248)
178,12071001923i407,63.0,f,1.0,12071001923h426,0.0,,True,-81.97540157578621,26.515552633419738,POINT (-81.97540157578621 26.515552633419738)
179,12071001923i207,43.0,m,1.0,12071001923h132,0.0,,True,-81.97516713915743,26.51461677636758,POINT (-81.97516713915743 26.51461677636758)
180,12071001923i78,83.0,f,1.0,12071001923h397,0.0,12021010513w783,True,-81.97546349564618,26.51462080694207,POINT (-81.97546349564618 26.51462080694207)
181,12071001923i707,47.0,f,1.0,12071001923h132,0.0,,True,-81.97516713915743,26.51461677636758,POINT (-81.97516713915743 26.51461677636758)
182,12071001923i1064,87.0,m,1.0,12071001923h397,0.0,12071000800w1386,True,-81.97546349564618,26.51462080694207,POINT (-81.97546349564618 26.51462080694207)
183,12071001923i1170,64.0,m,1.0,12071001923h426,0.0,12021010215w366,True,-81.97540157578621,26.515552633419738,POINT (-81.97540157578621 26.515552633419738)
